Product Name,Date Certified,Certification Expiry,Days to Certify
Toad for Oracle Database Administrator (DBA) Edition v13.X,8/23/2019,8/23/2022,636
Bluebeam vRevu Standard 2018,,,
iGrafx Origins v17.x,,,
DS License Server 3DEXPERIENCE vR2017.x,,,
Simple SCORM Packager v2.X,,,
Gerber OMEGA v6.x,8/19/2019,8/19/2022,739
Data Processing Software (DPS) v3.x,8/19/2019,8/19/2022,74
TaskView v5.x,8/19/2019,8/19/2022,72
Autodesk DWG TrueView 2020 v23.x,8/19/2019,8/19/2022,16
Design Expert v12.x,8/19/2019,8/19/2022,48
Demand Guru v1.1 _November 2018_,,,
Adobe Captivate v2019,,,
AutoCAD v2020,,,
Autodesk AutoCAD 2020 v23.x,8/2/2019,8/2/2022,157
Ranorex Studio v9.x,,,
CTH v12,,,
DTED And SAR mapping Terminal _DAST_ v1.x,,,
iText Core v7.1.5,,,
Security Information Management System _SIMS_ Database Server v7.x,,,
Master Exercise Calendar _MEC_ v1.x,,,
Security Information Management System _SIMS_ Database v7.x,,,
Adobe Animate v19.x,,,
Arbortext Editor v6.x,,,
Altova XMLSpy 2019 v2019,,,
virtual Enterprise Service Desk _vESD_ v4.0,8/7/2019,8/7/2022,154
Power BI Desktop v2.x,,,
EventPro (Desktop) v19.x,8/2/2019,8/2/2022,51
EventPro (Server) v19.x,8/2/2019,8/2/2022,359
Joint Operations Environment Modeling and Simulation (JOEMS) v1.x,8/2/2019,8/2/2022,304
FloMASTER v9.x,,,
Automated Weight _ Balance System _AWBS_ v11.x,,,
Steelray Project Viewer v2019.x,7/24/2019,7/24/2022,161
Intranet for Applications v1.x,7/24/2019,7/24/2022,271
Integrated Space Situational Awareness – Analyst Version (ISSA-AV) v5.x,7/24/2019,7/24/2022,111
Deltek wInsight Analytics v8.x,7/24/2019,7/24/2022,204
Industrial Video & Control (IVC) Tour Server v4.x,9/28/2018,9/28/2021,21
Oracle SQL Developer v18.x,,,
Dassault Systemes Solidworks Professional v2019,,,
Express Scribe Pro v8.x,,,
Performance Evaluation and Tracking System (PETS) v3.x,7/18/2019,7/18/2022,419
Primavera P6 Professional v18.x,,,
Insight Data Download Tool Version 1.x,,,
Industrial Video & Control (IVC) Alarm Server v4.x,9/28/2018,9/28/2021,21
Remark Office Optical Mark Recognition (OMR) v10.x,,,
Security Information Management System (SIMS) v7.x,,,
Reflection Desktop Pro v16.x,,,
PaperStream Capture v2.5.8,,,
ScanSnap Manager for fi series v1.0.14,,,
ATECH Software Suite 1800_2800_3600_GM Set1-3 vSite License V2.2,,,
ISSA Workstation _ ISSA-WKS v1.X,,,
MAPLE 2019 v2019.x,,,
Integrated Weapons Environment for Analysis v2.X,,,
Command Post Console v1.12.0,,,
IMDG Code Database v23.0,,,
AMRAAM Raytheon Simulation _ARS_ vARS 5.X,,,
Appian Business Management Suite (BPMS) v18.x,7/11/2019,7/11/2022,173
Advanced Simulation Combat Ops Trainer (ASCOT) v5.x,7/11/2019,7/11/2022,104
CADIQ v12.x,7/11/2019,7/11/2022,21
Capital Suite Server v2018.1 with SP1812,,,
Capital Suite v2018.1 with SP1812,,,
Autodesk Inventor Professional 2020 v24.x,7/8/2019,7/8/2022,18
CorelDRAW Graphics Suite 2018 v20.x,,,
Microsoft Teams Windows Client v1.2.00.8866,,,
Integrated Munitions Effects Assessment _IMEA_ v12.0,,,
MATLAB _R2019a_ v9.x,,,
FlexNet License Manager v11.x,,,
PowerShell Studio 2019 v5.x,7/1/2019,7/1/2022,233
Design Assessment of Reliability With Inspection (DARWIN) v9.x,7/1/2019,7/1/2022,422
WiseTrack Core Software for Desktop v5.5,,,
WiseTrack Core Software for Server v5.5,,,
TerraGo Composer v7.5,,,
Splunk Enterprise v7.x,,,
ARC-210 Fill Program v9.1,,,
E Z Audit v15,,,
Kiwi Syslog Server v9.6.3,,,
Forescout CounterACT vv8.1,,,
EPANET v2,,,
Tableau Server 2019 v2019.x,,,
Maptiler Desktop 10.0 For Windows v10.0,,,
Tableau Prep Builder 2019.1 19.x,,,
Tableau Desktop 2019.1 v19.x,,,
AFRL Standardization Agreement (STANAG) 4607 Tools Version 1.x,6/27/2019,6/27/2022,76
Equipment Location-Certification Info Database (EL-CID) v6.x,6/27/2019,6/27/2022,28
Xerox Device Manager v6.X,,,
Lexmark Print Management _LPM_ v2.x,,,
UNICOM System Architect v11.x,6/25/2019,6/25/2022,195
ANSYS License Server v19.x,,,
ANSYS v19.x,,,
FLIR Thermal Studio v6.x,,,
Patriot Excalibur (PEX) Service Host v5.x,6/20/2019,6/20/2022,57
AFGROW v5.x,6/20/2019,6/20/2022,229
NLign Client Version 7.x,6/19/2019,6/19/2022,132
CloudAhoy v5.05,,,
Vinyl Express LXi v12,,,
Polaris v1.x,,,
2020 CAP Studio Space Planning Software 2018,,,
Terra v1.X,,,
Scalable Portable Integrated Data Router v2.X,,,
WSI Pilotbrief Optima v2019.x,6/14/2019,6/14/2022,14
Planar TouchMark v4.x,,,
DefendX Control v8.6,,,
DefendX Vision v8.2,,,
Adobe Creative Cloud Video Tools v2018,,,
Adobe Creative Cloud (CC) Imaging Tools 2018 v1.x,,,
e4Clicks Project Estimator (Desktop) v2.x,6/11/2019,6/10/2022,259
Qlik Sense Enterprise February 2019 v13.x,6/11/2019,6/11/2022,684
TacChat v1.x,6/11/2019,6/11/2022,138
Terrain Organizer v1.x,6/11/2019,6/11/2022,42
Asutype v5.x,6/11/2019,6/11/2022,299
PerfectTablePlan Professional v6.x,6/7/2019,6/7/2022,240
e4Clicks Project Estimator (Server) v2.x,6/7/2019,6/7/2022,255
NetZoom Enterprise v18.x,6/7/2019,6/7/2022,240
Maintenance Information System (MIS) v2.x,6/7/2019,6/7/2022,261
Net Enabled Weapon Real Time Targeting Tool v2.0,,,
HTTPWatch Professional v11.x,6/7/2019,6/7/2022,85
Fortify Static Code Analyzer (SCA) Version 18.x,6/7/2019,6/7/2022,63
Google Earth Pro vv7.x,,,
ForcePro Enterprise v1.19.5.0,6/5/2019,6/5/2022,300
KC-135 Fuel Management and Performance System (FMPS) Calculator v2.x,6/5/2019,6/5/2022,287
Pratt & Whitney (PW) Interactive Electronic Technical Manual (IETM) v5.x,6/5/2019,7/14/2020,579
SteelCentral Aternity Agent v11.x,6/5/2019,6/5/2022,216
Time Zone v6.x,,,
Igor Pro v7.x,6/4/2019,6/4/2022,245
Quest InTrust v11.3,,,
Surveillance Management and Reporting Tool _SMART_ v1.x,,,
StaffMap Enterprise v3.x,,,
Perfect TablePlan v5,,,
Modern Air Combat Environment _MACE_ v1.2.2.x,,,
Cleo Streem v7.4.1,,,
TCMax v8,10/11/2018,10/10/2021,294
Design Expert V11 v11.0.0.0,,,
FME Desktop 64bit v2018.x,,,
Configuration Item Signer Crater Tool _CSCT_ v3.x,,,
Contract Field Team  (CFT) Control Panel Plus (CPP) v2.8,,,
Blue Prism Server v6.x,,,
Gulfstream Performance App IOS v2.3.1325,5/16/2019,5/15/2019,36
ONE Software Development Kit (SDK) v21.x (build 640529),,,
Live Virtual Constructive Network Control Suite v2.x,5/16/2019,5/16/2022,84
Monkton Rebar v1.0.88,,,
EndNote vX9.x,,,
FME Server 64bit v2018.x,,,
PsiCapture v7.x,5/13/2019,5/13/2022,102
ZoomText 2019 v13.x,5/13/2019,5/13/2022,52
Data Interactive Visualization and Analysis v1.x,5/13/2019,5/13/2022,235
Enterprise Output Manager (EOM) Professional Edition Client v14.x,5/13/2019,7/14/2020,355
T-38 v3.2,,,
Pitney Bowes Map Information Professional v17.x,,,
Air Mobility Operations Simulation _AMOS_ v3.10,,,
DSix Flight Simulation Development Environment v1.x,,,
Interactive Data Language (IDL) v8.x,,,
DD Form 2825 v1.x,5/1/2019,5/1/2022,209
Proteus Configurator v2.x,5/1/2019,5/1/2022,5
EnvisionData v1.x,5/1/2019,5/1/2022,15
Proteus v2.x,5/1/2019,5/1/2022,18
SteelCentral Transaction Analyzer Plus v17.x,,,
VoiceCatalyst v3.x,,,
On-line Unit Manpower Document v9.x,,,
BlackBerry UEM Client v12.39.2208,,,
cellSens Standard v2.x,,,
SpecsIntact v5.x,4/29/2019,4/29/2022,132
Team Foundation Server (TFS) 2018 v16.x,,,
TeamMate TeamEWP v12,4/18/2018,4/18/2021,200
Concept Searching v5.x,12/26/2018,12/26/2021,145
KC-135 Weight and Balance (WB) v4.x,1/28/2019,1/28/2022,355
ProModel Process Simulator 2019 v10.x,2/15/2019,2/15/2022,667
Airman Safety App v1.x,3/15/2019,3/15/2022,94
Global Procedure Designer v6.x,4/11/2019,12/31/2019,189
Air Traffic Activity Reporting System (ATARS) v4.x,3/18/2019,3/18/2022,104
DiscoverMe v20.X,3/1/2019,3/18/2022,210
One Disconnected Client v1.x,3/6/2019,3/6/2022,48
Oracle Crystal Ball v11.x,3/6/2019,3/6/2022,29
Joint Air-to-Surface Standoff Missile (JASSM) Enterprise Management System (JEMS) v3.x,2/27/2019,2/27/2022,195
Automated Cost Estimating Integrated Tools (ACEIT) Version 7.x (Production Release-AF Version),3/25/2019,3/25/2022,227
ELAN Precise Page Positioning (PPP) v3.x,3/21/2019,3/21/2022,49
SDL Contenta Web v5.x,4/1/2019,4/1/2022,72
Joint Engineering Data Management Information Control System (JEDMICS) Upload System (JUST) 32 v5.x,3/6/2019,3/6/2022,60
NetMotion Mobility VPN v11.51,,,
Air Card Fixed Base Operator (FBO) Locator v3.x,2/4/2019,2/4/2022,55
Coalition Mobility System (CMS) Track v1.x,3/21/2019,3/21/2022,168
C-5 Automated Form F (AFF) v1.x,3/21/2019,3/21/2022,426
Multipurpose Digital Data Viewer (MDDV) v11,2/25/2019,2/25/2022,468
Value Focused Thinking (VFT) Modeling Tool v2.x,3/5/2019,3/5/2022,523
Dimensions Configuration Manager (CM) v14.x,3/21/2019,12/31/2019,674
Autodesk FeatureCAM Ultimate 2019 v19.x,2/14/2019,2/14/2022,653
Microsoft Visual Studio Enterprise 2017 v15.x,2/27/2019,12/31/2019,687
Data Acquisition Performance Advisories (DAPA) v4.x,2/11/2019,2/11/2022,192
PsiCapture v7.x,,,
Computer Aided Fault Tree Analysis v6.0,,,
DD Form 2875 v2.x,4/26/2019,4/26/2022,100
Microsoft Project Standard_Professional v2019.x,,,
Autodesk DWG TrueView v22.x,,,
Opus Suite v2018.x,4/18/2019,4/18/2022,16
Corel PaintShop Pro 2019 v21.x,,,
HTS Planner Suite v4.1.0.2280,,,
Adams 2018 v28.x,,,
GRLevel3 v2.x,4/2/2019,4/2/2022,69
AVPOL Data Analysis Program (ADAP) v2.x,4/5/2019,4/5/2022,168
Transparent Screen Lock SMART CARD v6.x,,,
Robins Aircraft Status Report _RASR_ v2.X,11/20/2018,11/20/2021,202
Central Registry Board (CRB) Decision Tree v4.x,4/3/2019,4/3/2022,169
Esprit CAM v20.x,,,
Theater Operational Planning Toolkit (TOP-T) v2.x,4/1/2019,12/31/2019,179
OMAX Intelli-MAX v32.x,,,
Web Applications Software Products (WASP) v2.x,4/1/2019,4/1/2022,79
Solid Edge 2019 v219.x,3/28/2019,3/28/2022,281
StarGate 2018 v.x (Server),,,
StarGate 2018 v.x (client),,,
Power BI Data Gateway v14.16.6697.1,,,
VMWare vSphere Enterprise v6.7,,,
VivePort Software v1.x,,,
ELAN Precision Page Positioning v3.x,,,
Merge Plugin 19.0 LTR for MagicDraw Standard v19.x,,,
Cameo Inter-Op FR v19.x,,,
Cameo Workbench FR v19.x,,,
Cameo Simulation Toolkit Plugin 19.0 LTR v19.x,,,
Cameo DataHub Plugin 19.0 FR v19.x,,,
CETADS v3.x,3/26/2019,3/26/2022,126
Windows Patriot Excalibur (WinPEX) v5.x,3/26/2019,3/26/2022,80
Tilt Brush v18.x,,,
GoogleVR v1.x,,,
Aircraft Performance Group (APG) iPreFlight3 v3.x,3/25/2019,3/25/2022,19
Proficy Common Licensing v18.x,,,
Integrated Engineering Support Application _IES-A_ v6.X,,,
IBM MQ v9.x,,,
Artec Studio v13,,,
VISUAL STUDIO CODE SOFTWARE v1.32,,,
Automated Order Tracking System (AOTS) v3.x,3/15/2019,3/15/2022,321
F-15 ACI Database v1.x,3/15/2019,3/15/2022,128
Digital Maintenance Viewer v1.x,3/15/2019,3/15/2022,66
FARO CAM2 v2018,,,
Venus 1500 v4.22.3,,,
AutoDesk Revit 2017 v17.x,,,
Adobe ColdFusion 2018 Enterprise v2018x,,,
Terminal Area Model _TAM_ Viewer v5.x,,,
Zemax OpticStudio v18,,,
TaskTop v18.4,,,
Sharp Pen Software C703B vV.3.6.2.10,,,
MakerBot Print vV3.1,,,
PTS Dialer _GETS_WPS_ v1.0.2,,,
Motorola Wave Push to Talk v5.12,,,
Diamond Traffic Centurion-Free v1.46,,,
DNA Fusion v7.1.0.1 Update,,,
Dragon Legal Individual v15,,,
OpenFox Desktop v3.x,,,
EZCapture _Topcon Medical Systems_ v2.01,,,
Hp Scanjet Pro 3000 S3 Basic Driver v41.4.2210,,,
Cisco AppDymanics Software Suite v4.x,,,
Micro Focus SilkTest v19.x,3/6/2019,9/8/2020,223
Air Force Reserve MLC v1.0,3/6/2019,3/6/2022,337
Corel VideoStudio Pro 2019 v22.x,3/6/2019,9/8/2020,251
Active Risk Manager (ARM)  v10x,3/5/2019,3/5/2022,160
Power BI Report Server v15.x,3/5/2019,3/5/2022,382
Aeryon Mission Control Station (MCS) v3.x,,,
IpSwitch WhatsUp Gold v17,,,
SigmaPlot v14.x,,,
Sign-in Plus Client (Air Force Specific) v1.x,,,
Sign-In Plus Server (Air Force Specific) v1.x,,,
Building Life Cycle Cost (BLCC) v5.x,2/28/2019,2/28/2022,226
Tactical Chat v1.2.1,,,
Lightwave 3D 2019 v2019.x,,,
System Effectiveness Analysis Simulation (SEAS) v3.x,2/25/2019,2/25/2022,213
Blackboard v3.x,2/25/2019,2/25/2022,26
Autodesk AutoCAD Map 3D 2019 v22.x,,,
Kiwi Syslog Server v9.6.5,,,
Goodreader v5.x,2/25/2019,2/25/2022,25
SKM Powertools for Windows v8.x,,,
Track Event Reconstruction Application _TERA_ v0.9.7,,,
FedEx Ship Manager v32.x,,,
STORM _ ATLAS Client v2.x,,,
Advanced Simulation Combat Ops Trainer v5.x,,,
Yello v1.72,,,
Dragon Professional Individual v15,,,
OmniSci Enterprise Edition vVersion 4,,,
Net Enabled Weapon Real Time Targeting Tool v1.4.5,,,
Adobe RoboHelp v2019,,,
Huntron Tracker Operating Software v4.3,,,
UiPath Studio 2018 v18.x,2/14/2019,8/9/2020,112
Wynn Wizard v7.x,,,
Autodesk AutoCAD 2018 v22.x,3/5/2018,12/31/2019,319
Adobe FrameMaker v2019.x,,,
EPSON DC-07 Document Camera v4.20,,,
Cardio Perfect Workstation Spirometer v1.6.5,,,
GEM One v1.X,,,
MadCap Flare v2018,,,
MDSU v8.05.07,,,
Secure Token Storage v1.x,,,
Coronet Air Refueling Planner _CARP_ vv1.0.3.8,,,
Logware III v3.x,,,
Spectrum XXI v4.2.9.1,,,
Knowledge Management System _KNS_ v1.x,,,
SignLab v10.x,,,
WebFOCUS App Studio v8.x,,,
Altova MapForce Enterprise Edition v2018,,,
Autodesk Product Design Suite Ultimate v2018,,,
PRAS v1,,,
Lenel OnGuard v7.3,,,
Integrated Cost As an Independent Variable Version (I-CAIV) version 5.x,2/11/2019,2/11/2022,185
Data Acquisition Performance Advisories (DAPA) v3.x,2/12/2019,2/12/2022,193
Avid Sibelius v8.x,,,
Avid Pro Tools vHDX,,,
Aviation Operational Risk Management (AvORM) v1.x,2/11/2019,2/11/2022,132
Blue Prism v6.x,2/11/2019,2/11/2022,111
Ready Application Program Interface (API) v2.x,2/11/2019,2/11/2022,209
Easy CD _ DVD Burning v14.x,,,
Trimble Business Center v5.x,,,
WorldShip 2018 v21.0.24,,,
Kolor Autopano Pro v4.x,,,
Coalition Joint Spectrum Mission Planning Tool _CJSMPT_ v2.x,,,
Quickbooks Desktop Pro v2019.x,,,
Suspense Tracking System (STS) v2.x,1/30/2019,1/30/2022,281
TortoiseSVN v1.x,1/30/2019,1/30/2022,174
Timeline Maker Pro v4.x,1/30/2019,1/30/2022,11
SmartDraw 2018 v25.x,1/30/2019,9/8/2020,196
StarGate v2018,,,
Live Virtual and Constructive Network Control Suite  (LNCS) v2.x,,,
F-15 Fully Automated Debrief System (FADS) v1.x,1/23/2019,1/23/2022,41
XML Professional Publisher (XPP) v9.x,12/26/2018,12/26/2021,27
Secure Copy v7.x,1/10/2019,1/10/2022,51
Siemens NX v12.x,12/26/2018,12/31/2019,47
Beyond Compare Pro Edition v4.x,12/4/2018,12/4/2021,25
Carlson Civil Suite 2018 v1.x,7/2/2018,12/31/2019,201
Enhanced Technical Information Management System  (ETIMS) Client v5.x,11/20/2018,11/20/2021,74
Micro Focus Silk Meter v18.x,9/28/2018,9/11/2019,239
TSF Website v1.x,9/28/2018,9/28/2021,581
BlackBerry Workspaces Windows Desktop Plugin v6.x,12/26/2018,12/26/2021,147
EasyPower v10.x,1/8/2019,1/8/2022,252
GPS Pathfinder Office v5.x,12/26/2018,12/26/2021,293
KC-10 Weight and Balance (WB) v4.x,1/10/2019,1/10/2022,337
RAMSIS NextGen Framework - Aircraft v1.x,11/21/2018,11/21/2021,292
Micro Focus Silk Central Server v18.x,10/1/2018,10/1/2021,242
Order of Battle Management Tool (OBMT) v6.x,10/29/2018,10/29/2021,272
Multi-Source Correlator Tracker  (MSCT) Server v5.x,11/20/2018,11/20/2021,348
WebCoBRA v4.x,11/20/2018,11/20/2021,367
XC2 Air Force Base (AFB) Sequoia Backflow Prevention Software (BPS) Server v28.x,10/2/2018,12/31/2019,425
XC2 Air Force Base (AFB) Sequoia BackFlow Prevention Software (BPS) Client v28.x,10/2/2018,12/31/2019,425
SteelCentral Packet Analyzer Plus v11.x,12/3/2018,12/31/2019,648
TK Solver v5.x,,,
Ableton Live v10,,,
Logitech Spotlight Advance Presentation Remote v1.50.340,,,
FASTTAC,1/17/2019,,
Xilinx Vivado Lab Editon v2018.1,,,
Motorola APX CPS v18,,,
SSH Tectia Client v6.x,,,
Spotlight Presentation Remote v2017,,,
Slack v3.2.0,,,
SPEED _SYSTEM PLANNING,1/17/2019,,
VLC Media Player v3x,,,
SureThing Disc Labeler v7.x,,,
GeoMagic Design X,,,
Dewesoft Viewer v6.x,,,
Maintenance Digital Data Viewer _MDDV_ v10.x,,,
Adobe Connect v9.x,,,
X1 Social Discovery v5x,,,
Getac Utility v20.x,,,
Topaz System Inc,1/11/2019,,
Automated Weight Balance System (AWBS) v10.x,1/10/2019,1/10/2022,117
Digital Editions v4.x,,,
Application Configurator v14.x,,,
Assurant v3.x,12/26/2018,12/26/2021,111
Test Training Enabling Architecture (TENA) v6.x,12/26/2018,12/26/2021,274
Patriot Excalibur Database Manager (PEX DBM) v5.x,12/26/2018,12/26/2021,85
ACL AX Exception v5.x,,,
ACL ODBC Connector for AX Server v13.x,,,
ACL ODBC Connector for AX Client v13.x,,,
IBM Domino Enterprise Server v10.x,,,
IBM Domino Notes v10.x,,,
IBM Domino Administrator v10.x,,,
IBM Domino Designer v10.x,,,
Faro Zone 3D v1.x,,,
Epson Scan Utility (Expression Scanners) v3.x,,,
Epson Scan Utility (Perfection Scanners) v3.x,,,
Crystal Reports 2016 v14.x,,,
CyberLink PowerDVD v17 Std,,,
MakeMusic Finale v25,,,
IBM Security AppScan Standard v9.x,,,
Telerik DevCraft Complete 2018 v18.x,8/2/2018,8/2/2021,365
Evidence Sync v3.x,,,
MAGic Screen Magnification Software w_ Speech v14,,,
SAS JMP v14,,,
Virtual Electronic Combat Training System (VECTS) Mission Planning Tool (MPT) v21.x,12/3/2018,12/3/2021,137
Proclaim v2.x,,,
Cardfile v3.x,11/26/2018,11/26/2021,117
QlikView v12.x,11/21/2018,11/21/2021,285
Vera v2.x,11/21/2018,11/21/2021,109
C-17 Courseware Player v4.x,11/21/2018,11/21/2021,180
Visio Professional 2013 v15.x,,,
ZoomText v11,,,
Observer v17.x,,,
Premier EAP Software v3.x,,,
Phantom Cine Viewer v3.x,,,
Adobe XD v5.x,,,
Micro Focus Fortify Static Code Analyzer v18.x,,,
Windows DVD Player v10.x,,,
Falcon III Communication Planning Application v1.x,,,
Adept v2017 (Client),,,
Adept v2017 (Server),,,
ELAN PDF and Drawing Extractor (PDE) Special Edition (SE) MS SQL Edition v3.x,10/29/2018,10/29/2021,18
SurgeTrak_ v1x,10/29/2018,10/29/2021,160
OpenText Exceed v15.x,,,
Faro Zone 2D v1.x,,,
Guided Missile-Launcher Test Set (GM-LTS) View v5.x,10/29/2018,10/29/2021,89
Web Applications Software Products (WASP) v1.x,10/25/2018,10/25/2021,443
Microsoft SQL Server Management Studio v17.x,,,
HURRTRAK 2018 v29.x,,,
Product Data Management (PDM) Utility v1.x,10/11/2018,10/11/2021,30
Lean Database (LeanDB) v1.x,10/11/2018,10/11/2021,167
RedBeam Asset Tracking v5.x,,,
InfoWater SA MSX Executive Suite v2.x,,,
Motorcycle Safety (MSAFE) v1.x,9/28/2018,9/28/2021,156
OneTouch v4.x,,,
Informational Digital Display System (IDDS) v1.x,9/28/2018,9/28/2021,149
Shop SIM v2.x,9/28/2018,9/28/2021,160
SparX Enterprise Architect (EA) Ultimate v14.x,9/28/2018,9/28/2021,132
MPulse v8.x,7/12/2018,7/12/2021,121
C-5M eTOLD v1.x,8/16/2018,8/16/2021,190
Simio Enterprise Edition v10.x,7/17/2018,8/9/2020,187
Regional Maintenance Center (RMC) v1.x,7/26/2018,7/26/2021,196
ACL Analytics v13.x,7/2/2018,9/8/2020,177
Document Library v1.x,7/5/2018,7/6/2021,217
Joint Network Design Aid (JNDA) v9.x,7/2/2018,7/2/2021,256
Launch Ordnance Inventory System (LOIS) v3.x,9/5/2018,9/5/2021,495
Dimensions Requirements Manager v12.X,8/3/2018,8/3/2021,490
Integrated Tactics Assessment System (ITAS) Professional v2.x,8/2/2018,8/2/2021,572
Oracle User Productivity Kit (UPK) Developer Single User v12.x,9/20/2018,9/20/2021,183
RoboForm v8.5,,,
Prezi Next v1.X,,,
Hoboware Pro v3.x,,,
Spreadsheet Server vv14.x,,,
ScanSnap Manager v6.x,6/1/2018,6/1/2021,73
Command Post Console v1.81,,,
Tour Server and Alarm Server v4.x,,,
Multi-Source Correlator Tracker (MSCT) Display v5.X,9/5/2018,9/8/2020,272
VirtServer v2.x,9/5/2018,9/8/2020,110
Adobe RoboHelp v2017,,,
SOLIDWORKS PREMIUM v2018,,,
InfoMaster Desktop Suite v8.1,,,
Kofax Capture _Client_ v10.x,,,
Integrated Cost Estimation (ICE) Tool v8.x,8/21/2018,8/21/2021,195
Missile Took Kit v11.0,,,
Arbortext ISOView v7.x,8/21/2018,8/21/2021,10
JAWS for Windows v18.x,,,
GEM One v1.0 Server,,,
DCMA Schedule Analyzer forProject v4.x,8/13/2018,9/8/2020,83
MDSU Database v8.05.07,,,
ForeFlight Mobile EFB v10.x,,,
Encryption Wizard – Government FIPS Edition v3.x,8/9/2018,8/9/2021,188
IBM Rational ClearQuest - Server v9.0,,,
IBM Rational ClearQuest Client v9.0,,,
Microsoft .Net Core v2.x,8/2/2018,8/2/2021,43
Schedule Inspector v2.x,8/2/2018,8/2/2021,205
Ballistics Tool v2.x,8/2/2018,8/2/2021,37
TrueChem v4.x,8/2/2018,8/2/2021,30
Cutting Master 4 v1.x,,,
DNA Fusion v7.1.0.1,,,
Print2CAD 2018 v18.x,,,
F5 Access v1.X,,,
F5 Edge Client v71xx,7/25/2018,7/25/2021,78
Mobius View v8.x,,,
ACL Analytics Exchange Connector-Client v13.x,,,
ACL Connector for Analytics Exchange-Server v13.x,,,
MSC Nastran 2018.1 v18.x,,,
Tier 2 Submit  v2017.x,,,
Elan Avalanche Suite v2.x,7/17/2018,7/17/2021,42
Graphic Extraction (GE) Master Parts List (MPL) Compare v1.x,7/3/2018,7/3/2021,13
One View Analyst Professional v5.x,7/3/2018,9/8/2020,237
EndNote vX8,,,
MAAPTK Client v2.x,6/28/2018,9/8/2020,68
Global Combat Support System (GCSS) Feed Reader v3.x,6/28/2018,6/28/2021,36
Automated Technical Assistance Request_AutoTAR v1.x,4/3/2018,4/3/2021,67
Software Control Center Inventory & Shipping (SCCIS) v1.x,5/22/2018,5/22/2021,73
WinEst Pro Plus - Server Application v15.x,5/3/2018,5/3/2021,219
Master Air Attack Planning Toolkit (MAAPTK) v2.x,6/14/2018,9/8/2020,181
Adobe Creative Cloud (CC) Design Tools 2018 v1.x,5/1/2018,5/1/2021,53
Fatigue Avoidance Scheduling Tool (FAST) v3.x,4/27/2018,4/27/2021,51
EditPad Pro v7.x,5/15/2018,5/15/2021,104
TCMax v9.x,4/18/2018,4/21/2021,118
Joint Air Exercise (JAEX) (Stand Alone) v1.x,6/1/2018,6/1/2021,167
Precision Targeting Module  (PTM) v6.13.0,5/3/2018,5/3/2021,153
Adobe Connect Add-in v11.x,4/27/2018,4/27/2021,148
Windows Tactical Assault Kit v1.5.0.175,,,
WebEx Player v31.x,,,
Digital Flight Manual Viewer v1.x,,,
Vaisala LTS2005 v5.x,,,
Mathematica v11.x,,,
Authentic8 Silo v2.9.X,,,
Xilinx Vivado Lab Edition v2016.4,,,
Zoomtext Fusion v2018,,,
Disk Generation Tool (DGT) v12.x,,,
BarTender Professional Edition 2016 R7 v11.x,,,
AFRL SSH-SFTP Client v1.x,5/25/2018,5/25/2021,22
Facility Energy Decision System _FEDS_ v7.x,,,
QlikView Enterprise v12.x,5/21/2018,5/21/2021,20
f.lux v4.x,,,
Terminal Area Model _TAM_ Viewer v4.2.0,,,
Armaments-Teamcenter Bulk Loader v1.x,5/15/2018,5/15/2021,18
PowerShell Studio 2017 v5.4.145,,,
Teamcenter Client  for Office Add-In v11.x,5/11/2018,5/11/2021,72
CorelDRAW Graphics Suite 2017 v19.1,,,
Roxio Creator Gold 10 v18.0.81.15,,,
MARPLOT v5.x,,,
Standard Generalized Markup Language (SGML) Rules Processor v1.x,4/17/2018,4/17/2021,11
C2+ Viewer v5.x,4/13/2018,4/13/2021,13
Magics v22.x,,,
MasterCam 2018 v20.x,,,
Autodesk Inventor 2018,,,
SMART Notebook v17.x,,,
WinEst Pro Plus Workstation v15.x,4/10/2018,4/10/2021,196
Wrightsoft Right-Suite Universal v18.x,,,
Electronic Exam (E-Exam) v3.x,4/5/2018,4/5/2021,50
Tech Order Sync v3.x,3/30/2018,3/30/2021,30
AETC Courseware Exams Software (ACES) CBT v2.x,3/27/2018,3/27/2021,45
Test _ Training Enabling Architecture _TENA_ Software Suite v6.x,,,
Git v2.x,,,
Probability Consequence Screening (P_CS) Tool v5.x,3/20/2018,3/20/2021,150
Total Access Ultimate Suite v2016,,,
BlackBerry Access v2.x,2/27/2018,2/27/2021,153
C-130H eTOLD v1.0.7,,,
C-21A eTOLD v1.0.4,,,
SIMPROCESS Professional Edition v6.x,3/7/2018,9/8/2020,207
SparX Enterprise Architect Ultimate v13.x,3/7/2018,3/7/2021,26
Mobile Mission Kit v3.x,2/28/2018,2/28/2021,158
Adobe Audition CC v10.x,2/27/2018,9/8/2020,54
Base Visitors Request System (BVRS) v1.x,2/26/2018,2/27/2021,159
MeetMe v2.x,2/26/2018,2/27/2021,159
Sapien PrimalScript 2017 v7.x,2/26/2018,2/26/2021,184
Qlik Sense Desktop v12.x,2/21/2018,12/31/2019,216
Takeoff and Landing Data (TOLD) Common Component (CC) v3.x,2/16/2018,2/16/2021,7
LiveContent Viewer v4.x,2/16/2018,12/31/2018,38
Case Complete 2017 v12x,2/16/2018,2/16/2021,139
CaseMap Basic Plus Suite v12,2/16/2018,2/16/2021,170
E-8 Individual Aircraft Tracking Program (IATP) v5.x,,,
Stata Standard Edition (SE) v15,2/15/2018,2/15/2021,170
